0.184649 	0.103833 	0.2532 	0.201676 	0.0535388 	0.289592 
0.286008 	0.0194961 	0.13486 	0.00947741 	0.0606021 	0.231337 
0.174974 	0.0132983 	0.062927 	0.155513 	0.000214383 	0.290483 
0.351802 	0.170339 	0.00205156 	0.00872121 	0.0404539 	0.101803 
0.393493 	0.00414469 	0.0960043 	0.189018 	0.14371 	0.0913677 
0.175322 	0.212506 	0.173942 	0.255552 	0.232516 	0.340647 
0.251132 	0.0598985 	0.17113 	0.0619193 	0.00485577 	0.131273 
0.367385 	0.150931 	0.0326562 	0.00464872 	0.0526933 	0.190784 
0.273274 	0.0624494 	0.0801408 	0.0425134 	0.0538173 	0.139904 
0.501244 	0.152774 	0.28897 	0.226398 	0.278672 	0.0223177 
0.557933 	0.0631738 	0.149175 	0.0636924 	0.172266 	0.136715 
0.289625 	0.0789193 	0.0180999 	0.00249237 	0.016938 	0.0587153 
0.291527 	0.20687 	0.0778049 	0.0125425 	0.0683029 	0.220319 
0.299066 	0.0175471 	0.00432563 	0.0722024 	0.0766707 	0.0894786 
0.433659 	0.0802683 	0.0898727 	0.0511625 	0.110115 	0.101392 
0.41234 	0.0676668 	0.04461 	0.152132 	0.119818 	0.150288 
0.533757 	0.0289468 	0.289485 	0.183066 	0.21061 	0.0794383 
0.383513 	0.13777 	0.051907 	0.0399334 	0.103568 	0.0160277 
0.386498 	0.0545584 	0.0159043 	0.0179833 	0.0657354 	0.0234545 
0.22504 	0.235422 	0.072659 	0.0631219 	0.00826754 	0.155556 
0.351397 	0.147106 	0.0290426 	0.0111943 	0.0367071 	0.223898 
0.140152 	0.278771 	0.00173485 	0.15657 	0.114813 	0.0667271 
0.18392 	0.105514 	0.0577294 	0.0351377 	0.0138207 	0.157924 
0.217759 	0.116853 	0.0747405 	0.0094916 	0.0811379 	0.123855 
0.146038 	0.129327 	0.0764181 	0.0687016 	0.0224592 	0.194655 
0.0530294 	0.223562 	0.0492292 	0.0984843 	0.00931446 	0.191872 
0.0843303 	0.151699 	0.281706 	0.346712 	0.268889 	0.371519 
0.1396 	0.174244 	0.0735752 	0.015013 	0.0390437 	0.172553 
0.154814 	0.260948 	0.0995084 	0.0423223 	0.194017 	0.233493 
0.397597 	0.0238801 	0.0598998 	0.0123912 	0.129947 	0.0579053 
